Series,Venue,Date,Batting Team,Bowling Team,Striker,Batting Type,Non-Striker,Bowler,Bowling Proficiency,Innings,Unique,Over Number,Over Ball,Runs,Wides,Team Runs,Remaining Overs,Lead By,Trail By,Fall Of Wickets,Day,Session,Leg Byes,No Balls,Balls,Byes,Remaining Balls,Run Rate,Batter Sixes,Batter Runs,Batter Fours,Batter Balls,Batter Total Runs,Dismissal Type,Dismissal Fielder,On Field Minutes,Shot Type,Delivery Type,Pitching Line,Pitching Length,Fielder Angle,Fielder Length Ratio,Bounce Angle,Pitch_x,Pitch_y,Friction,Restitution,Crease Position,Crease Position_x,Crease Position_y,Deviation Degree,Drop Angle,Impact Position_x,Impact Position_y,Impact Position_z,Initial Angle,PBR,Reaction Time,Release Position,Release Position_x,Release Position_y,Release Speed,Stump Position,Stump Position_x,Stump Position_y,Swing Degree,Swing Distance,Six Distance
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Saqib Mahmood,Right Arm Fast Medium,2,3.5,4,6,1,0,17,46.1,0,0,0,1,1,0,0,23,0,277,4.43,0,1,3,19,15,,,0,FRONTFOOT FLICK,Knuckleball,Leg stump,Good Length,248.6996,1.07,8.633,7.536,-0.345,0.24,0.661,-8.841,-0.262,0.791,0.898,-11.882,-8.522,-0.267,0.763,-7.885,85.165,0.491,8.341,-0.496,1.912,85.0,-10.06,-0.246,0.89,-1.824,-0.002,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Rohit Sharma,Right Hand Batsman,Yashasvi Jaiswal,Saqib Mahmood,Right Arm Fast Medium,2,3.6,4,7,2,0,19,46.0,0,0,0,1,1,0,0,24,0,276,4.75,0,2,0,5,2,,,0,STEP DOWN LOFTED OFF DRIVE,Knuckleball,Outside Off stump,Good Length,94.78926,0.91,6.986,7.583,-0.561,0.156,0.556,-8.841,-0.581,0.633,0.607,-11.807,-7.069,-0.576,0.505,-7.811,77.81,0.432,8.341,-0.493,1.895,86.565,-10.06,-0.585,0.704,-0.812,-0.074,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Jofra Archer,Right Arm Fast Medium,2,4.1,5,1,0,0,19,45.5,0,0,0,1,1,0,0,25,0,275,4.56,0,0,3,20,15,,,0,BACKFOOT PUSH,Knuckleball,Outside Off stump,Good Length,,,8.841,6.175,0.315,0.239,0.683,-8.841,0.273,0.677,1.506,-11.784,-999.9,-999.9,-999.9,-8.046,88.629,0.508,8.34,0.827,2.137,90.365,-10.06,0.262,0.805,0.792,0.08,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Jofra Archer,Right Arm Fast Medium,2,4.2,5,2,0,0,19,45.4,0,0,0,1,1,0,0,26,0,274,4.38,0,0,3,21,15,,,0,BACKFOOT DEFENCE,Knuckleball,Outside Off stump,Short of Good Length,,,10.292,8.7,0.301,0.044,0.578,-8.841,0.174,1.124,1.827,-17.096,-8.478,0.181,1.081,-6.639,92.36,0.485,8.34,0.791,2.031,83.758,-10.06,0.153,1.257,0.207,0.017,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Yashasvi Jaiswal,Left Hand Batsman,Rohit Sharma,Jofra Archer,Right Arm Fast Medium,2,4.3,5,3,0,0,19,45.3,0,0,1,1,1,0,0,27,0,273,4.22,0,0,3,22,15,caught,Phil Salt,20,BACKFOOT DEFENCE,Knuckleball,Outside Off stump,Good Length,,,7.614,7.851,0.293,0.198,0.542,-8.841,0.118,0.711,0.958,-12.916,-8.769,0.12,0.706,-9.508,71.568,0.465,8.341,0.778,2.091,88.781,-10.06,0.085,0.798,0.365,0.014,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Rohit Sharma,Jofra Archer,Right Arm Fast Medium,2,4.4,5,4,0,0,19,45.2,0,0,0,1,1,0,0,28,0,272,4.07,0,0,0,1,0,,,0,BACKFOOT PULL SHOT,Knuckleball,Outside Off stump,Short Length,,,10.412,10.779,-0.383,0.138,0.594,-8.841,-0.451,1.4,0.023,-16.156,-8.413,-0.448,1.355,-13.273,85.322,0.469,8.341,-0.337,2.017,90.246,-10.06,-0.46,1.519,-0.154,-0.01,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Rohit Sharma,Jofra Archer,Right Arm Fast Medium,2,4.5,5,5,0,0,19,45.1,0,0,0,1,1,0,0,29,0,271,3.93,0,0,0,2,0,,,0,LEFT ALONE,Knuckleball,Outside Off stump,Good Length,,,9.789,7.555,-0.461,0.236,0.703,-8.84,-0.283,0.941,0.757,-12.589,-999.9,-999.9,-999.9,-8.959,91.906,0.507,8.34,-0.398,2.072,91.527,-10.06,-0.248,1.077,2.228,0.202,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Rohit Sharma,Jofra Archer,Right Arm Fast Medium,2,4.6,5,6,0,0,19,45.0,0,0,0,1,1,0,0,30,0,270,3.8,0,0,0,3,0,,,0,BACKFOOT DEFENCE,Knuckleball,Outside Off stump,Good Length,,,7.549,7.199,-0.288,0.165,0.559,-8.841,-0.145,0.665,-0.096,-12.588,-8.498,-0.153,0.636,-9.045,77.402,0.453,8.34,-0.373,2.148,90.447,-10.06,-0.116,0.759,1.927,0.183,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Rohit Sharma,Right Hand Batsman,Shubman Gill,Saqib Mahmood,Right Arm Fast Medium,2,5.1,6,1,0,0,19,44.5,0,0,0,1,1,0,0,31,0,269,3.67,0,0,0,6,2,,,0,FORWARD DEFENCE,Knuckleball,Outside Off stump,Good Length,,,6.735,6.465,-0.462,0.239,0.538,-8.841,-0.43,0.518,0.256,-11.473,-8.247,-0.434,0.478,-6.641,66.876,0.478,8.341,-0.469,1.921,84.975,-10.06,-0.422,0.589,0.108,0.007,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Rohit Sharma,Right Hand Batsman,Shubman Gill,Saqib Mahmood,Right Arm Fast Medium,2,5.2,6,2,0,0,19,44.4,0,0,2,1,1,0,0,32,0,268,3.56,0,0,0,7,2,caught,Liam Livingstone,25,FRONTFOOT FLICK,Knuckleball,Middle stump,Good Length,,,6.722,6.929,-0.05,0.228,0.526,-8.841,0.245,0.548,-0.26,-11.753,-7.525,0.176,0.459,-7.059,66.014,0.456,8.34,-0.457,1.921,84.936,-10.06,0.309,0.613,2.172,0.21,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Saqib Mahmood,Right Arm Fast Medium,2,5.3,6,3,0,0,19,44.3,0,0,0,1,1,0,0,33,0,267,3.45,0,0,0,1,0,,,0,FORWARD DEFENCE,Knuckleball,Outside Off stump,Good Length,,,8.073,6.8,-0.341,0.226,0.642,-8.841,-0.253,0.678,-0.022,-11.536,-8.409,-0.26,0.64,-6.969,83.739,0.477,8.341,-0.496,1.91,86.318,-10.06,-0.233,0.778,0.297,0.029,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Saqib Mahmood,Right Arm Fast Medium,2,5.4,6,4,2,0,21,44.2,0,0,0,1,1,0,0,34,0,266,3.7,0,2,0,2,2,,,0,FRONTFOOT COVERDRIVE,Knuckleball,Outside Off stump,Full Length,154.9831,0.95,5.937,5.234,-0.312,0.199,0.531,-8.841,-0.361,0.38,-0.417,-10.465,-8.364,-0.355,0.348,-6.092,69.754,0.469,8.341,-0.481,1.934,86.188,-10.06,-0.376,0.453,-1.929,-0.211,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Saqib Mahmood,Right Arm Fast Medium,2,5.5,6,5,4,0,25,44.1,0,0,0,1,1,0,0,35,0,265,4.28,0,4,1,3,6,,,0,LEG GLANCE,Knuckleball,Leg stump,Full Length,286.1443,1.13,6.5,6.525,-0.091,0.149,0.555,-8.841,0.138,0.513,0.427,-11.091,-8.598,0.128,0.496,-7.213,78.248,0.476,8.341,-0.511,1.935,84.569,-10.06,0.192,0.585,-0.014,0.009,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Saqib Mahmood,Right Arm Fast Medium,2,5.6,6,6,0,0,25,44.0,0,0,0,1,1,0,0,36,0,264,4.16,0,0,1,4,6,,,0,BACKFOOT DEFENCE,Knuckleball,Outside Off stump,Good Length,,,9.286,7.703,-0.223,0.177,0.739,-8.841,0.01,0.896,-0.068,-11.696,-8.631,0.0,0.874,-8.124,103.164,0.483,8.341,-0.538,1.886,85.841,-10.06,0.066,1.015,-0.055,-0.01,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Jofra Archer,Right Arm Fast Medium,2,6.1,7,1,4,0,29,43.5,0,0,0,1,1,4,0,37,0,263,4.7,0,0,0,4,0,,,0,LEG GLANCE,INSWINGER,Leg stump,Short of Good Length,,,7.974,6.852,-0.132,0.214,0.579,-8.841,0.162,0.657,0.44,-12.613,-999.9,-999.9,-999.9,-8.241,75.39,0.518,8.341,-0.341,2.123,88.473,-10.06,0.226,0.757,2.804,0.27,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Jofra Archer,Right Arm Fast Medium,2,6.2,7,2,1,1,30,43.5,0,0,0,1,1,0,0,37,0,263,4.86,0,0,0,4,0,,,0,BACKFOOT PULL SHOT,ANGLED IN,Off stump,Short Length,,,9.529,10.552,-0.112,0.207,0.558,-8.841,0.338,1.2,0.033,-15.34,-999.9,-999.9,-999.9,-13.572,73.018,0.532,8.341,-0.383,2.047,89.409,-10.06,0.399,1.292,1.317,0.083,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Jofra Archer,Right Arm Fast Medium,2,6.2,7,3,1,0,31,43.4,0,0,0,1,1,0,0,38,0,262,4.89,0,1,0,5,1,,,0,BACKFOOT PUSH,STRAIGHT BALL,Outside Off stump,Short of Good Length,156.9217,0.69,9.182,9.828,-0.603,0.194,0.57,-8.841,-0.562,1.09,0.887,-14.622,-8.725,-0.563,1.08,-12.236,76.17,0.481,8.341,-0.463,2.065,89.948,-10.06,-0.556,1.185,0.607,0.044,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Jofra Archer,Right Arm Fast Medium,2,6.3,7,4,0,0,31,43.3,0,0,0,1,1,0,0,39,0,261,4.76,0,0,1,5,6,,,0,BACKFOOT DEFENCE,ANGLED IN,Outside Off stump,Short of Good Length,,,10.607,8.604,-0.298,0.263,0.703,-8.841,-0.162,1.155,-0.117,-13.385,-8.683,-0.165,1.136,-10.64,89.193,0.478,8.34,-0.331,2.095,90.584,-10.06,-0.139,1.293,1.845,0.147,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Jofra Archer,Right Arm Fast Medium,2,6.4,7,5,0,0,31,43.2,0,0,0,1,1,0,0,40,0,260,4.65,0,0,1,6,6,,,0,BACKFOOT DEFENCE,ANGLED IN,Outside Off stump,Short of Good Length,,,8.807,9.982,-0.244,0.169,0.529,-8.841,-0.061,1.137,0.464,-15.222,-8.595,-0.067,1.113,-11.72,72.459,0.478,8.341,-0.333,2.04,89.307,-10.06,-0.035,1.25,0.18,0.013,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Jofra Archer,Right Arm Fast Medium,2,6.5,7,6,6,0,37,43.1,0,0,0,1,1,0,0,41,0,259,5.41,1,6,1,7,12,,,0,BACKFOOT PULL SHOT,STRAIGHT BALL,Outside Off stump,Short Length,25.21572,1.15,8.825,9.502,-0.422,0.188,0.562,-8.841,-0.256,1.011,0.935,-14.326,-8.469,-0.264,0.98,-11.765,75.55,0.474,8.341,-0.429,2.084,89.422,-10.06,-0.231,1.102,0.28,0.012,83.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Jofra Archer,Right Arm Fast Medium,2,6.6,7,7,6,0,43,43.0,0,0,0,1,1,0,0,42,0,258,6.14,2,6,1,8,18,,,0,UPPER CUT,STRAIGHT BALL,Outside Off stump,Short Length,228.9057,1.21,11.012,11.852,-0.522,0.166,0.567,-8.841,-0.552,1.661,0.825,-17.489,-9.006,-0.552,1.679,-15.842,78.449,0.485,8.341,-0.403,1.988,89.138,-10.06,-0.555,1.788,0.134,0.01,66.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Saqib Mahmood,Right Arm Fast Medium,2,7.1,8,1,0,0,43,42.5,0,0,0,1,1,0,0,43,0,257,6.0,0,0,0,6,1,,,0,FRONTFOOT COVERDRIVE,STRAIGHT BALL,Outside Off stump,Full Length,,,6.162,4.808,-0.499,0.17,0.545,-8.841,-0.454,0.363,0.505,-10.657,-8.166,-0.462,0.311,-5.55,74.76,0.465,8.341,-0.474,1.947,85.431,-10.06,-0.438,0.445,0.603,0.055,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Saqib Mahmood,Right Arm Fast Medium,2,7.2,8,2,1,0,44,42.4,0,0,0,1,1,0,0,44,0,256,6.0,0,1,0,7,2,,,0,FORWARD PUSH,ANGLED IN,Outside Off stump,Good Length,25.062,0.42,8.923,7.324,-0.331,0.203,0.706,-8.841,-0.143,0.816,0.635,-11.658,-7.93,-0.172,0.723,-7.86,95.674,0.467,8.341,-0.5,1.929,85.057,-10.06,-0.105,0.927,0.439,0.041,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Saqib Mahmood,Right Arm Fast Medium,2,7.3,8,3,1,0,45,42.3,0,0,0,1,1,0,0,45,0,255,6.0,2,1,1,9,19,,,0,BACKFOOT PUSH,ANGLED IN,Off stump,Short of Good Length,48.94518,0.63,8.719,8.273,-0.151,0.216,0.641,-8.841,0.07,0.857,-0.18,-12.446,-8.579,0.062,0.835,-8.607,84.514,0.495,8.34,-0.475,1.891,83.3,-10.06,0.109,0.949,0.211,0.02,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Saqib Mahmood,Right Arm Fast Medium,2,7.4,8,4,0,0,45,42.2,0,0,0,1,1,0,0,46,0,254,5.86,0,0,0,8,2,,,0,FORWARD DEFENCE,ANGLED IN,Outside Off stump,Good Length,,,8.701,6.763,-0.281,0.219,0.698,-8.841,-0.178,0.733,-0.39,-11.46,-8.114,-0.192,0.659,-7.093,92.85,0.473,8.341,-0.557,1.919,84.539,-10.06,-0.155,0.845,0.164,0.016,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Saqib Mahmood,Right Arm Fast Medium,2,7.5,8,5,1,0,46,42.1,0,0,0,1,1,0,0,47,0,253,5.87,0,1,0,9,3,,,0,BACKFOOT PUSH,ANGLED IN,Outside Off stump,Short of Good Length,42.05595,0.65,8.964,8.915,-0.306,0.168,0.648,-8.84,-0.028,0.968,0.853,-12.844,-8.202,-0.048,0.911,-9.63,90.389,0.476,8.341,-0.517,1.903,85.974,-10.06,0.01,1.064,0.376,0.05,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Saqib Mahmood,Right Arm Fast Medium,2,7.6,8,6,4,0,50,42.0,0,0,0,1,1,0,0,48,0,252,6.25,2,4,2,10,23,,,0,BACKFOOT PULL SHOT,STRAIGHT BALL,Outside Off stump,Short Length,334.9459,1.21,9.759,11.056,-0.262,0.198,0.599,-8.841,0.09,1.239,-0.718,-14.755,-8.411,0.069,1.206,-13.391,80.015,0.501,8.34,-0.515,1.856,83.1,-10.06,0.151,1.321,0.229,-0.053,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Jofra Archer,Right Arm Fast Medium,2,8.1,9,1,4,0,54,41.5,0,0,0,1,1,0,0,49,0,251,6.61,0,4,1,10,7,,,0,BACKFOOT PULL SHOT,ANGLED IN,Outside Off stump,Short of Good Length,345.6997,1.17,8.988,9.86,-0.349,0.203,0.567,-8.841,0.072,1.061,1.065,-14.363,-8.299,0.045,1.017,-11.995,74.693,0.47,8.341,-0.466,2.021,89.697,-10.06,0.133,1.151,1.706,0.123,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Jofra Archer,Right Arm Fast Medium,2,8.2,9,2,0,0,54,41.4,0,0,0,1,1,0,0,50,0,250,6.48,0,0,1,11,7,,,0,FORWARD DEFENCE,ANGLED IN,Outside Off stump,Good Length,,,7.3,6.451,-0.236,0.207,0.561,-8.841,-0.168,0.572,-1.244,-12.006,-8.317,-0.175,0.528,-8.117,73.543,0.452,8.34,-0.477,2.126,90.257,-10.06,-0.152,0.665,1.568,0.17,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Jofra Archer,Right Arm Fast Medium,2,8.3,9,3,1,1,55,41.4,0,0,0,1,1,0,0,50,0,250,6.6,0,0,1,11,7,,,0,LEFT ALONE,ANGLED IN,Leg stump,Short of Good Length,,,8.242,9.454,-0.023,0.235,0.528,-8.841,0.46,0.905,-0.185,-14.034,-999.9,-999.9,-999.9,-11.647,65.714,0.528,8.34,-0.41,2.058,88.86,-10.06,0.533,0.979,1.912,0.077,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Jofra Archer,Right Arm Fast Medium,2,8.3,9,4,0,0,55,41.3,0,0,0,1,1,0,0,51,0,249,6.47,0,0,1,12,7,,,0,LEFT ALONE,STRAIGHT BALL,Outside Off stump,Short of Good Length,,,8.62,7.094,-0.514,0.218,0.645,-8.841,-0.57,0.767,-0.265,-12.226,-999.9,-999.9,-999.9,-8.462,85.032,0.506,8.341,-0.375,2.076,90.323,-10.06,-0.582,0.882,0.815,0.509,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Jofra Archer,Right Arm Fast Medium,2,8.4,9,5,0,0,55,41.2,0,0,0,1,1,0,0,52,0,248,6.34,0,0,1,13,7,,,0,BACKFOOT DEFENCE,ANGLED IN,Outside Off stump,Short of Good Length,,,8.079,9.619,-0.302,0.185,0.513,-8.841,-0.112,0.906,0.425,-14.41,-8.396,-0.122,0.876,-12.012,68.35,0.472,8.341,-0.411,2.083,89.229,-10.06,-0.084,0.979,0.256,0.015,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Jofra Archer,Right Arm Fast Medium,2,8.5,9,6,0,0,55,41.1,0,0,0,1,1,0,0,53,0,247,6.22,0,0,1,14,7,,,0,BACKFOOT PUSH,ANGLED IN,Outside Off stump,Short of Good Length,,,9.58,7.94,-0.349,0.192,0.674,-8.841,-0.151,0.958,0.785,-13.051,-8.405,-0.164,0.91,-9.647,91.809,0.466,8.341,-0.412,2.112,89.078,-10.06,-0.114,1.084,1.012,0.089,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Jofra Archer,Right Arm Fast Medium,2,8.6,9,7,4,0,59,41.0,0,0,0,1,1,0,0,54,0,246,6.55,0,4,2,15,11,,,0,BACKFOOT PULL SHOT,STRAIGHT BALL,Outside Off stump,Short Length,318.7213,1.18,10.775,10.357,-0.115,0.208,0.626,-8.841,0.353,1.388,-0.034,-15.409,-8.199,0.32,1.319,-13.096,83.1,0.476,8.341,-0.414,2.068,89.114,-10.06,0.418,1.509,1.489,0.116,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Brydon Carse,Right Arm Fast Medium,2,9.1,10,1,0,0,59,40.5,0,0,0,1,1,0,0,55,0,245,6.43,2,0,2,11,23,,,0,BACKFOOT DEFENCE,ANGLED IN,Outside Off stump,Short of Good Length,,,7.979,8.124,-0.341,0.209,0.568,-8.841,-0.104,0.763,-0.711,-12.862,-8.706,-0.109,0.753,-9.079,74.351,0.495,8.341,-0.805,2.008,84.218,-10.06,-0.061,0.843,0.115,0.01,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Brydon Carse,Right Arm Fast Medium,2,9.2,10,2,0,0,59,40.4,0,0,0,1,1,0,0,56,0,244,6.32,2,0,2,12,23,,,0,FORWARD DEFENCE,ANGLED IN,Outside Off stump,Good Length,,,8.111,7.671,-0.418,0.203,0.543,-8.841,-0.152,0.695,-0.078,-13.638,-8.687,-0.158,0.685,-8.982,71.062,0.544,8.34,-0.923,2.158,77.765,-10.06,-0.101,0.762,-0.573,-0.051,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Brydon Carse,Right Arm Fast Medium,2,9.3,10,3,4,0,63,40.3,0,0,0,1,1,0,0,57,0,243,6.63,2,4,3,13,27,,,0,FRONTFOOT SQUARE DRIVE,STRAIGHT BALL,Outside Off stump,Full Length,203.8683,1.19,7.222,5.949,-0.541,0.139,0.578,-8.841,-0.39,0.528,-0.068,-11.809,-8.862,-0.389,0.529,-7.136,82.812,0.49,8.341,-0.945,2.091,85.431,-10.06,-0.35,0.62,0.032,0.004,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Brydon Carse,Right Arm Fast Medium,2,9.4,10,4,0,0,63,40.2,0,0,0,1,1,0,0,58,0,242,6.51,2,0,3,14,27,,,0,BACKFOOT DEFENCE,ANGLED IN,Outside Off stump,Short of Good Length,,,8.927,7.839,-0.517,0.287,0.639,-8.841,-0.193,0.848,0.644,-12.412,-8.946,-0.187,0.857,-9.185,77.215,0.503,8.341,-0.906,2.032,84.049,-10.06,-0.132,0.948,-0.007,0.0,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Brydon Carse,Right Arm Fast Medium,2,9.5,10,5,4,0,67,40.1,0,0,0,1,1,0,0,59,0,241,6.81,2,4,4,15,31,,,0,FRONTFOOT SQUARE DRIVE,STRAIGHT BALL,Outside Off stump,Full Length,193.8125,1.16,6.576,2.358,-0.421,0.173,0.61,-8.841,-0.381,0.164,0.0,-10.184,-9.16,-0.37,0.197,-4.705,84.135,0.484,8.341,-0.949,2.097,84.313,-10.06,-0.339,0.285,0.229,0.032,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Brydon Carse,Right Arm Fast Medium,2,9.6,10,6,4,0,71,40.0,0,0,0,1,1,0,0,60,0,240,7.1,2,4,5,16,35,,,0,FRONTFOOT COVERDRIVE,ANGLED IN,Outside Off stump,Full Length,152.4027,1.21,7.269,3.254,-0.378,0.171,0.658,-8.841,-0.299,0.277,0.252,-10.405,-8.883,-0.297,0.282,-5.404,91.711,0.48,8.34,-0.832,2.109,86.488,-10.06,-0.251,0.402,0.495,0.062,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Adil Rashid,Right Arm Leg Spinner,2,10.1,11,1,0,0,71,39.5,0,0,0,1,1,0,0,61,0,239,6.98,0,0,2,16,11,,,0,FORWARD PUSH,LEG SPIN,Leg stump,Full Length,,,13.132,5.708,0.149,0.243,0.596,-8.841,0.071,0.67,-4.538,-18.818,-7.53,0.094,0.565,0.53,75.086,0.844,8.341,-0.486,2.024,45.97,-10.06,0.049,0.703,1.324,0.141,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Adil Rashid,Right Arm Leg Spinner,2,10.2,11,2,1,0,72,39.4,0,0,0,1,1,0,0,62,0,238,6.96,0,1,2,17,12,,,0,FRONTFOOT COVERDRIVE,LEG SPIN,Outside Off stump,Full Length,162.3422,0.91,11.146,4.722,-0.537,0.134,0.686,-8.841,-0.534,0.552,-0.502,-15.097,-7.763,-0.535,0.423,-1.565,99.544,0.732,8.341,-0.666,1.972,52.746,-10.06,-0.533,0.661,0.018,0.002,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Adil Rashid,Right Arm Leg Spinner,2,10.3,11,3,0,0,72,39.3,0,0,0,1,1,0,0,63,0,237,6.85,2,0,5,17,35,,,0,FORWARD DEFENCE,LEG SPIN,Middle stump,Full Length,,,15.96,4.487,0.01,0.365,0.701,-8.841,0.143,0.751,0.0,-18.025,-999.9,-999.9,-999.9,-1.193,78.694,0.807,8.341,-0.524,2.345,48.964,-10.06,0.193,0.902,0.212,0.002,-1.0
