Series,Venue,Date,Batting Team,Bowling Team,Striker,Batting Type,Non-Striker,Bowler,Bowling Proficiency,Innings,Unique,Over Number,Over Ball,Runs,Wides,Team Runs,Remaining Overs,Lead By,Trail By,Fall Of Wickets,Day,Session,Leg Byes,No Balls,Balls,Byes,Remaining Balls,Run Rate,Batter Sixes,Batter Runs,Batter Fours,Batter Balls,Batter Total Runs,Dismissal Type,Dismissal Fielder,On Field Minutes,Shot Type,Delivery Type,Pitching Line,Pitching Length,Fielder Angle,Fielder Length Ratio,Bounce Angle,Pitch_x,Pitch_y,Friction,Restitution,Crease Position,Crease Position_x,Crease Position_y,Deviation Degree,Drop Angle,Impact Position_x,Impact Position_y,Impact Position_z,Initial Angle,PBR,Reaction Time,Release Position,Release Position_x,Release Position_y,Release Speed,Stump Position,Stump Position_x,Stump Position_y,Swing Degree,Swing Distance,Six Distance
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Jacob Bethell,Left Arm Orthodox,2,15.3,16,3,0,0,112,34.3,0,0,0,1,1,0,0,93,0,207,7.22,0,0,4,30,27,,,0,FORWARD DEFENCE,ORTHODOX,Off stump,Full Length,,,11.216,5.445,-0.061,0.277,0.584,-8.841,-0.069,0.657,-2.155,-16.466,-7.871,-0.067,0.557,-2.16,69.907,0.706,8.341,-0.649,2.118,56.718,-10.06,-0.071,0.743,-1.042,-0.112,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Shreyas Iyer,Jacob Bethell,Left Arm Orthodox,2,15.4,16,4,1,0,113,34.2,0,0,0,1,1,0,0,94,0,206,7.21,0,1,4,31,28,,,0,BACKFOOT ON DRIVE,ORTHODOX,Off stump,Short of Good Length,66.19792,0.99,9.87,6.991,-0.197,0.228,0.554,-8.841,-0.212,0.652,-2.841,-15.799,-8.563,-0.211,0.643,-4.574,70.353,0.755,8.341,-0.658,2.067,54.242,-10.06,-0.216,0.66,0.738,0.072,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Jacob Bethell,Left Arm Orthodox,2,15.5,16,5,0,0,113,34.1,0,0,0,1,1,0,0,95,0,205,7.13,2,0,9,35,59,,,0,FORWARD PUSH,ORTHODOX,Outside Off stump,Full Length,,,14.205,4.845,-0.239,0.492,0.685,-8.841,-0.41,0.744,-4.397,-15.778,-999.9,-999.9,-999.9,-2.166,63.578,0.863,8.341,-0.681,2.123,56.371,-10.06,-0.472,0.876,-0.082,-0.009,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shreyas Iyer,Right Hand Batsman,Shubman Gill,Jacob Bethell,Left Arm Orthodox,2,15.6,16,6,0,0,113,34.0,0,0,3,1,1,0,0,96,0,204,7.06,2,0,9,36,59,leg before wicket,,44,FRONTFOOT PADDLE SWEEP,ORTHODOX,Off stump,Full Length,,,10.396,4.409,-0.056,0.345,0.568,-8.841,-0.018,0.492,-1.987,-15.397,-7.557,-0.034,0.34,-1.868,60.7,0.673,8.341,-0.686,2.104,57.19,-10.06,-0.003,0.592,0.128,0.021,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Adil Rashid,Right Arm Leg Spinner,2,16.1,17,1,0,0,113,33.5,0,0,0,1,1,0,0,97,0,203,6.98,0,0,4,32,28,,,0,FORWARD DEFENCE,LEG SPIN,Off stump,Full Length,,,14.66,5.143,-0.11,0.452,0.615,-8.841,-0.48,0.673,-7.654,-17.936,-999.9,-999.9,-999.9,0.24,57.092,1.038,8.341,-0.513,2.031,47.206,-10.06,-0.604,0.701,1.535,0.169,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Adil Rashid,Right Arm Leg Spinner,2,16.2,17,2,0,0,113,33.4,0,0,0,1,1,0,0,98,0,202,6.91,0,0,4,33,28,,,0,GLIDE,LEG SPIN,Outside Off stump,Good Length,,,13.32,4.248,-0.255,0.363,0.588,-8.841,-0.511,0.555,-6.507,-18.053,-9.312,-0.552,0.603,1.328,61.964,0.914,8.341,-0.508,2.034,48.74,-10.06,-0.62,0.658,1.588,0.186,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Adil Rashid,Right Arm Leg Spinner,2,16.3,17,3,1,0,114,33.3,0,0,0,1,1,0,0,99,0,201,6.9,0,1,4,34,29,,,0,BACKFOOT COVERDRIVE,LEG SPIN,Outside Off stump,Short of Good Length,164.2628,0.85,12.064,5.939,-0.193,0.235,0.606,-8.841,-0.304,0.665,-3.967,-17.305,-9.008,-0.308,0.672,-1.112,77.426,0.891,8.341,-0.626,2.004,48.285,-10.06,-0.334,0.692,1.356,0.138,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Adil Rashid,Right Arm Leg Spinner,2,16.4,17,4,0,0,114,33.2,0,0,0,1,1,0,0,100,0,200,6.84,0,0,0,1,0,,,0,BACKFOOT PUSH,LEG SPIN,Outside Off stump,Good Length,,,13.338,5.317,0.32,0.29,0.629,-8.841,0.052,0.717,-6.164,-17.727,-9.144,0.031,0.744,-0.021,75.366,0.876,8.341,-0.295,2.017,49.591,-10.06,-0.033,0.802,-0.151,-0.02,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Adil Rashid,Right Arm Leg Spinner,2,16.5,17,5,4,0,118,33.1,0,0,0,1,1,0,0,101,0,199,7.0,0,4,1,2,4,,,0,SLOG SWEEP,LEG SPIN,Outside Off stump,Full Length,150.0651,1.21,14.651,5.324,0.44,0.235,0.615,-8.841,0.403,0.734,-3.368,-20.131,-6.593,0.423,0.442,2.089,78.786,0.817,8.341,-0.194,2.065,44.179,-10.06,0.391,0.796,0.15,0.017,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Adil Rashid,Right Arm Leg Spinner,2,16.6,17,6,1,0,119,33.0,0,0,0,1,1,0,0,102,0,198,7.0,0,1,1,3,5,,,0,BACKFOOT COVERDRIVE,LEG SPIN,Outside Off stump,Short of Good Length,18.9558,0.97,12.388,5.446,0.4,0.241,0.603,-8.841,0.398,0.672,-2.645,-17.728,-9.176,0.398,0.697,-0.056,76.419,0.87,8.341,-0.278,1.999,50.251,-10.06,0.397,0.743,-0.721,-0.077,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Jacob Bethell,Left Arm Orthodox,2,17.1,18,1,0,0,119,32.5,0,0,0,1,1,0,0,103,0,197,6.93,0,0,1,4,5,,,0,FORWARD PUSH,ORTHODOX,Outside Off stump,Full Length,,,11.271,4.197,0.416,0.207,0.644,-8.841,0.287,0.533,-1.338,-15.632,-7.586,0.342,0.346,-1.721,85.826,0.664,8.341,0.749,2.144,57.713,-10.06,0.232,0.678,0.54,0.063,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Jacob Bethell,Left Arm Orthodox,2,17.2,18,2,0,0,119,32.4,0,0,0,1,1,0,0,104,0,196,6.86,0,0,1,5,5,,,0,FRONTFOOT FLICK,ORTHODOX,Outside Off stump,Full Length,,,10.264,4.393,0.237,0.274,0.569,-8.841,-0.005,0.492,-2.648,-15.622,-7.691,0.085,0.355,-1.703,67.896,0.674,8.341,0.701,2.113,57.625,-10.06,-0.104,0.599,0.619,0.071,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Jacob Bethell,Left Arm Orthodox,2,17.3,18,3,0,0,119,32.3,0,0,0,1,1,0,0,105,0,195,6.8,0,0,1,6,5,,,0,CUT SHOT,ORTHODOX,Wide outside Off stump,Short of Good Length,,,10.517,5.447,0.748,0.32,0.57,-8.841,0.516,0.604,-2.733,-15.629,-999.9,-999.9,-999.9,-2.722,63.39,0.819,8.341,0.782,2.089,57.557,-10.06,0.445,0.673,-0.179,-0.019,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Jacob Bethell,Left Arm Orthodox,2,17.4,18,4,0,0,119,32.2,0,0,0,1,1,0,0,106,0,194,6.73,0,0,1,7,5,,,0,FRONTFOOT COVERDRIVE,ORTHODOX,Outside Off stump,Full Length,,,11.607,4.095,0.557,0.249,0.651,-8.841,0.449,0.53,-1.461,-15.584,-7.618,0.496,0.344,-1.548,82.778,0.681,8.341,0.759,2.131,56.407,-10.06,0.401,0.676,0.349,0.041,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Jacob Bethell,Left Arm Orthodox,2,17.5,18,5,6,0,125,32.1,0,0,0,1,1,0,0,107,0,193,7.0,1,6,1,8,11,,,0,SLOG SHOT,ORTHODOX,Outside Off stump,Full Length,151.8742,1.2,12.612,5.173,0.561,0.422,0.636,-8.841,0.182,0.698,-4.615,-15.76,-7.222,0.342,0.484,-2.286,63.173,0.677,8.341,0.739,2.091,56.338,-10.06,0.057,0.798,0.353,0.038,82.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Jacob Bethell,Left Arm Orthodox,2,17.6,18,6,0,0,125,32.0,0,0,0,1,1,0,0,108,0,192,6.94,1,0,1,9,11,,,0,BACKFOOT PUSH,ORTHODOX,Outside Off stump,Short of Good Length,,,12.184,6.845,0.565,0.285,0.633,-8.841,0.182,0.822,-2.79,-16.382,-8.634,0.197,0.811,-3.876,76.46,0.799,8.341,0.784,2.08,53.786,-10.06,0.091,0.853,0.459,0.042,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Adil Rashid,Right Arm Leg Spinner,2,18.1,19,1,0,0,125,31.5,0,0,0,1,1,0,0,109,0,191,6.88,0,0,4,35,29,,,0,FORWARD DEFENCE,LEG SPIN,Leg stump,Full Length,,,15.032,4.936,0.172,0.359,0.618,-8.841,-0.041,0.693,-7.556,-19.158,-7.461,0.041,0.521,2.42,66.861,0.857,8.341,-0.601,1.941,45.669,-10.06,-0.116,0.756,2.192,0.246,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Adil Rashid,Right Arm Leg Spinner,2,18.2,19,2,1,0,126,31.4,0,0,0,1,1,0,0,110,0,190,6.87,0,1,4,36,30,,,0,FRONTFOOT OFF DRIVE,LEG SPIN,Off stump,Good Length,113.9162,0.94,9.956,5.79,-0.173,0.139,0.61,-8.841,0.04,0.565,-0.47,-15.126,-8.765,0.036,0.56,-2.817,87.639,0.79,8.341,-0.709,1.969,53.101,-10.06,0.101,0.612,1.087,0.115,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Adil Rashid,Right Arm Leg Spinner,2,18.3,19,3,1,0,127,31.3,0,0,0,1,1,0,0,111,0,189,6.86,1,1,1,10,12,,,0,FORWARD PUSH,LEG SPIN,Outside Off stump,Full Length,119.7448,0.91,11.251,3.769,0.398,0.214,0.557,-8.841,0.353,0.432,-3.426,-17.721,-7.435,0.378,0.226,1.472,72.166,0.733,8.341,-0.256,2.033,51.553,-10.06,0.33,0.559,-0.209,-0.025,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Adil Rashid,Right Arm Leg Spinner,2,18.4,19,4,1,0,128,31.2,0,0,0,1,1,0,0,112,0,188,6.85,0,1,4,37,31,,,0,BACKFOOT SQUARE DRIVE,LEG SPIN,Off stump,Short of Good Length,184.3987,0.86,13.595,5.195,0.015,0.173,0.612,-8.841,-0.125,0.696,-4.039,-19.596,-9.163,-0.137,0.723,1.726,84.57,0.951,8.341,-0.468,2.05,45.613,-10.06,-0.17,0.773,0.035,0.004,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Adil Rashid,Right Arm Leg Spinner,2,18.5,19,5,0,0,128,31.1,0,0,0,1,1,0,0,113,0,187,6.79,1,0,1,11,12,,,0,BACKFOOT PUSH,LEG SPIN,Leg stump,Good Length,,,10.63,4.51,-0.012,0.167,0.537,-8.841,-0.054,0.485,-1.699,-17.794,-8.756,-0.053,0.477,0.899,73.769,0.821,8.341,-0.324,2.021,50.772,-10.06,-0.07,0.572,-0.527,-0.06,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Adil Rashid,Right Arm Leg Spinner,2,18.6,19,6,1,0,129,31.0,0,0,0,1,1,0,0,114,0,186,6.78,1,1,1,12,13,,,0,FRONTFOOT FLICK,LEG SPIN,Leg stump,Full Length,125.4651,0.93,15.248,2.846,-0.11,0.27,0.646,-8.841,-0.012,0.416,2.165,-19.551,-7.817,-0.074,0.18,3.956,79.891,0.819,8.341,-0.388,2.062,47.264,-10.06,0.063,0.642,0.329,0.042,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Liam Livingstone,Right Arm Leg Spinner,2,19.1,20,1,4,0,133,30.5,0,0,0,1,1,0,0,115,0,185,6.93,1,4,2,13,17,,,0,CUT SHOT,OFF SPIN,Outside Off stump,Good Length,338.2835,1.2,10.279,4.859,0.452,0.11,0.578,-8.841,0.322,0.533,1.232,-16.581,-9.625,0.293,0.593,-1.861,85.68,0.84,8.341,1.021,2.183,52.29,-10.06,0.276,0.618,-1.506,-0.17,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Liam Livingstone,Right Arm Leg Spinner,2,19.2,20,2,0,0,133,30.4,0,0,0,1,1,0,0,116,0,184,6.87,1,0,2,14,17,,,0,FORWARD PUSH,OFF SPIN,Off stump,Full Length,,,13.281,4.025,0.127,0.445,0.586,-8.841,0.133,0.55,3.936,-17.445,-7.38,0.13,0.318,-0.301,53.508,0.739,8.341,0.927,2.215,51.516,-10.06,0.135,0.673,-1.233,-0.148,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Liam Livingstone,Right Arm Leg Spinner,2,19.3,20,3,1,0,134,30.3,0,0,0,1,1,0,0,117,0,183,6.87,1,1,2,15,18,,,0,BACKFOOT PUSH,OFF SPIN,Off stump,Good Length,200.709,0.56,9.908,5.402,0.063,0.217,0.545,-8.841,-0.172,0.549,1.906,-16.17,-8.518,-0.153,0.527,-2.715,70.05,0.759,8.341,0.993,2.155,54.801,-10.06,-0.245,0.606,-1.694,-0.18,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Liam Livingstone,Right Arm Leg Spinner,2,19.4,20,4,4,0,138,30.2,0,0,0,1,1,0,0,118,0,182,7.01,0,4,5,38,35,,,0,BACKFOOT PULL SHOT,LEG SPIN,Outside Off stump,Short of Good Length,55.43284,1.14,10.176,8.216,-0.143,0.031,0.573,-8.841,-0.408,0.753,-2.059,-17.15,-8.124,-0.373,0.737,-5.896,92.809,0.755,8.341,-0.355,2.098,53.474,-10.06,-0.47,0.743,-1.426,-0.109,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Liam Livingstone,Right Arm Leg Spinner,2,19.5,20,5,0,0,138,30.1,0,0,0,1,1,0,0,119,0,181,6.95,0,0,5,39,35,,,0,BACKFOOT DEFENCE,LEG SPIN,Leg stump,Good Length,,,12.513,5.369,0.162,0.373,0.57,-8.841,-0.094,0.667,-7.184,-17.595,-8.815,-0.092,0.665,-1.399,58.285,0.832,8.341,-0.461,2.167,52.566,-10.06,-0.175,0.728,2.098,0.228,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Liam Livingstone,Right Arm Leg Spinner,2,19.6,20,6,0,0,138,30.0,0,0,0,1,1,0,0,120,0,180,6.9,0,0,5,40,35,,,0,FORWARD DEFENCE,LEG SPIN,Leg stump,Full Length,,,12.131,3.878,0.313,0.343,0.57,-8.841,0.202,0.496,-6.054,-17.429,-7.559,0.256,0.302,-0.005,61.155,0.729,8.341,-0.439,2.196,52.612,-10.06,0.148,0.627,1.459,0.176,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Adil Rashid,Right Arm Leg Spinner,2,20.1,21,1,1,0,139,29.5,0,0,0,1,1,0,0,121,0,179,6.89,1,1,2,16,19,,,0,BACKFOOT PULL SHOT,GOOGLY,Outside Off stump,Short of Good Length,161.2771,0.88,13.241,7.484,0.272,0.326,0.654,-8.841,0.859,0.873,1.496,-16.747,-8.313,0.806,0.86,-3.053,75.453,0.837,8.341,-0.346,1.922,48.777,-10.06,0.985,0.851,0.389,0.036,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Adil Rashid,Right Arm Leg Spinner,2,20.2,21,2,1,0,140,29.4,0,0,0,1,1,0,0,122,0,178,6.88,0,1,5,41,36,,,0,BACKFOOT OFF DRIVE,LEG SPIN,Leg stump,Short of Good Length,116.0841,0.93,11.571,6.251,-0.068,0.224,0.584,-8.841,-0.196,0.654,-4.266,-17.339,-8.828,-0.196,0.654,-1.346,75.194,0.874,8.341,-0.51,1.993,49.301,-10.06,-0.229,0.662,1.562,0.159,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Adil Rashid,Right Arm Leg Spinner,2,20.3,21,3,1,0,141,29.3,0,0,0,1,1,0,0,123,0,177,6.87,1,1,2,17,20,,,0,BACKFOOT COVERDRIVE,LEG SPIN,Outside Off stump,Short of Good Length,43.10884,0.79,12.561,7.255,0.492,0.297,0.606,-8.841,0.353,0.774,-5.13,-17.417,-8.77,0.354,0.774,-2.65,71.133,0.879,8.341,-0.271,1.988,49.031,-10.06,0.322,0.742,-0.023,-0.002,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Adil Rashid,Right Arm Leg Spinner,2,20.4,21,4,0,0,141,29.2,0,0,0,1,1,0,0,124,0,176,6.82,0,0,5,42,36,,,0,FORWARD DEFENCE,LEG SPIN,Off stump,Full Length,,,15.547,4.191,0.008,0.463,0.665,-8.841,-0.275,0.667,-9.39,-17.541,-999.9,-999.9,-999.9,1.002,63.43,0.955,8.341,-0.721,2.022,50.341,-10.06,-0.399,0.812,2.329,0.273,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Adil Rashid,Right Arm Leg Spinner,2,20.5,21,5,2,0,143,29.1,0,0,0,1,1,0,0,125,0,175,6.86,0,2,5,43,38,,,0,FRONTFOOT COVERDRIVE,LEG SPIN,Outside Off stump,Full Length,151.3396,0.99,11.028,3.161,-0.291,0.462,0.409,-8.841,-0.493,0.305,-8.65,-19.945,-7.699,-0.373,0.164,4.069,25.06,0.839,8.341,-0.755,2.066,46.189,-10.06,-0.625,0.374,2.129,0.268,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Adil Rashid,Right Arm Leg Spinner,2,20.6,21,6,0,0,143,29.0,0,0,0,1,1,0,0,126,0,174,6.8,0,0,5,44,38,,,0,BACKFOOT PUSH,LEG SPIN,Outside Off stump,Good Length,,,12.337,3.146,-0.29,0.461,0.454,-8.841,-0.498,0.344,-8.867,-19.958,-999.9,-999.9,-999.9,4.045,31.945,0.84,8.341,-1.012,2.068,46.23,-10.06,-0.636,0.441,0.3,0.268,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Liam Livingstone,Right Arm Leg Spinner,2,21.1,22,1,1,0,144,28.5,0,0,0,1,1,0,0,127,0,173,6.8,1,1,2,18,21,,,0,FORWARD PUSH,OFF SPIN,Off stump,Full Length,160.2777,0.47,10.588,3.63,-0.038,0.317,0.585,-8.841,-0.137,0.412,2.676,-15.434,-7.748,-0.091,0.258,-1.447,66.074,0.682,8.341,0.987,2.16,56.53,-10.06,-0.188,0.544,-1.852,-0.228,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Liam Livingstone,Right Arm Leg Spinner,2,21.2,22,2,0,0,144,28.4,0,0,0,1,1,0,0,128,0,172,6.75,0,0,5,45,38,,,0,FORWARD DEFENCE,LEG SPIN,Leg stump,Full Length,,,12.584,3.899,0.101,0.267,0.614,-8.841,-0.005,0.526,-5.277,-17.465,-7.616,0.044,0.325,-0.141,75.392,0.732,8.341,-0.487,2.211,52.524,-10.06,-0.056,0.677,1.439,0.173,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Liam Livingstone,Right Arm Leg Spinner,2,21.3,22,3,0,0,144,28.3,0,0,0,1,1,0,0,129,0,171,6.69,0,0,5,46,38,,,0,FORWARD DEFENCE,GOOGLY,Middle stump,Full Length,,,11.198,4.376,0.013,0.175,0.56,-8.841,-0.012,0.525,-3.294,-17.897,-7.588,-0.002,0.364,-0.174,76.479,0.743,8.341,-0.55,2.207,51.581,-10.06,-0.022,0.634,1.087,0.121,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Liam Livingstone,Right Arm Leg Spinner,2,21.4,22,4,0,0,144,28.2,0,0,0,1,1,0,0,130,0,170,6.64,0,0,5,47,38,,,0,FORWARD DEFENCE,LEG SPIN,Middle stump,Full Length,,,14.527,4.255,0.06,0.436,0.633,-8.841,-0.257,0.651,-8.615,-17.54,-7.415,-0.105,0.403,-0.332,61.359,0.736,8.341,-0.426,2.196,52.411,-10.06,-0.392,0.794,1.747,0.205,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Liam Livingstone,Right Arm Leg Spinner,2,21.5,22,5,1,0,145,28.1,0,0,0,1,1,1,0,131,0,169,6.64,0,0,5,48,38,,,0,FORWARD PUSH,LEG SPIN,Outside Leg stump,Full Length,,,11.192,3.934,0.325,0.266,0.54,-8.841,0.304,0.467,-4.323,-17.72,-7.545,0.314,0.286,0.183,64.297,0.718,8.341,-0.436,2.2,53.239,-10.06,0.294,0.589,1.688,0.204,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Axar Patel,Left Hand Batsman,Shubman Gill,Liam Livingstone,Right Arm Leg Spinner,2,21.6,22,6,4,0,149,28.0,0,0,0,1,1,0,0,132,0,168,6.77,1,4,3,19,25,,,0,FRONTFOOT COVERDRIVE,OFF SPIN,Outside Off stump,Full Length,40.9079,1.19,10.676,3.962,0.259,0.296,0.571,-8.841,0.197,0.458,2.836,-16.005,-7.612,0.225,0.293,-1.335,66.003,0.684,8.341,1.014,2.176,56.218,-10.06,0.168,0.581,-2.097,-0.24,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Adil Rashid,Right Arm Leg Spinner,2,22.1,23,1,0,0,149,27.5,0,0,0,1,1,0,0,133,0,167,6.72,0,0,5,49,38,,,0,FORWARD PUSH,LEG SPIN,Leg stump,Full Length,,,12.762,4.108,0.134,0.286,0.613,-8.841,0.114,0.531,-4.723,-17.571,-7.679,0.122,0.359,0.946,73.265,0.783,8.341,-0.682,2.039,49.592,-10.06,0.106,0.656,2.072,0.246,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Adil Rashid,Right Arm Leg Spinner,2,22.2,23,2,0,0,149,27.4,0,0,0,1,1,0,0,134,0,166,6.67,0,0,5,50,38,,,0,BACKFOOT DEFENCE,LEG SPIN,Leg stump,Good Length,,,13.851,5.354,0.039,0.39,0.684,-8.841,-0.156,0.733,-5.753,-16.267,-8.605,-0.144,0.711,-1.169,73.571,0.851,8.341,-0.546,1.976,48.679,-10.06,-0.218,0.806,1.197,0.13,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,India,England,Shubman Gill,Right Hand Batsman,Axar Patel,Adil Rashid,Right Arm Leg Spinner,2,22.3,23,3,4,0,153,27.3,0,0,0,1,1,0,0,135,0,165,6.8,0,4,6,51,42,,,0,SWEEP SHOT,LEG SPIN,Outside Off stump,Full Length,11.19658,1.13,17.567,4.353,-0.113,0.389,0.631,-8.841,-0.436,0.718,-9.104,-20.816,-6.532,-0.196,0.255,3.455,65.743,0.834,8.341,-0.703,2.102,42.995,-10.06,-0.569,0.817,2.035,0.238,-1.0
